host_type,host_since,host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,reviews_per_month,price
female,2013-10-01,,,f,1.0,f,Windsor Park,House,Private room,2,1.5,2.0,2.0,Real Bed,$0.00,60,90,27,57,87,362,0,,,,,,,,f,flexible,1,,35
mostly_male,2016-07-06,,,f,2.0,f,South First,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,10,0,0,0,0,4,80.0,9.0,9.0,8.0,10.0,9.0,8.0,f,flexible,2,0.14,195
male,2013-08-11,,,f,1.0,f,MLK & 183,House,Entire home/apt,5,2.0,2.0,3.0,Real Bed,$50.00,4,15,30,60,90,365,0,,,,,,,,f,strict_14_with_grace_period,1,,550
unknown,2012-02-29,within an hour,100%,f,4.0,t,Upper Boggy Creek,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,$0.00,1,1125,8,19,42,293,109,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,4,3.87,85
male,2015-05-31,,,f,2.0,t,University of Texas,Apartment,Private room,2,1.0,0.0,1.0,Real Bed,$0.00,1,1125,21,51,81,356,81,94.0,10.0,9.0,10.0,10.0,10.0,9.0,f,flexible,2,2.85,60
unknown,2012-05-14,within an hour,100%,t,34.0,f,Downtown,Serviced apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,$0.00,2,1125,22,41,71,156,33,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,6,1.2,195
male,2016-11-02,within an hour,100%,f,1.0,t,,Boat,Entire home/apt,5,1.0,3.0,4.0,Real Bed,$10.00,2,90,12,37,65,155,45,92.0,9.0,9.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1,1.58,125
male,2014-07-02,within an hour,100%,t,4.0,t,Downtown,Condominium,Entire home/apt,6,1.0,1.0,3.0,Real Bed,$15.00,1,1125,10,21,42,250,140,96.0,10.0,10.0,10.0,10.0,10.0,9.0,t,moderate,4,4.95,145
male,2016-11-02,,,f,1.0,t,South Lamar,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,$0.00,1,7,0,0,0,0,3,,,,,,,,t,flexible,1,0.11,70
mostly_male,2012-02-12,within an hour,100%,t,31.0,f,University of Texas,Serviced apartment,Entire home/apt,16,2.0,2.0,13.0,Real Bed,$25.00,1,1125,21,44,74,299,104,94.0,9.0,9.0,10.0,10.0,10.0,9.0,t,strict_14_with_grace_period,31,3.73,890
couple,2016-01-18,within an hour,100%,t,1.0,f,Copperfield,House,Entire home/apt,10,4.5,6.0,7.0,Real Bed,$50.00,2,90,15,35,57,143,26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,0.98,545
couple,2016-06-04,within a day,100%,t,1.0,t,Mueller,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,150,0,0,0,0,44,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,1.58,45
unknown,2016-03-06,within an hour,100%,t,2.0,f,East Riverside,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$15.00,1,1125,5,18,40,125,112,95.0,10.0,10.0,10.0,10.0,9.0,9.0,t,moderate,2,6.23,70
female,2016-08-25,within a day,70%,f,1.0,f,South Lamar,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$45.00,1,3,16,43,73,73,15,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,0.63,200
male,2016-09-27,,,f,1.0,t,South Congress,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$90.00,1,7,29,59,89,89,0,,,,,,,,f,strict_14_with_grace_period,1,,305
male,2014-06-19,within an hour,100%,t,3.0,t,,House,Private room,2,1.5,1.0,1.0,Real Bed,$0.00,1,1125,0,0,0,0,58,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,3,2.07,50
mostly_female,2015-12-20,within an hour,100%,f,10.0,t,Mueller,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,$27.00,30,365,27,57,87,87,0,,,,,,,,f,flexible,10,,30
female,2015-07-16,within an hour,100%,t,1.0,t,East Downtown,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,$15.00,3,1125,0,0,0,0,55,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,1.99,125
mostly_female,2015-12-20,within an hour,100%,f,10.0,t,Mueller,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,$20.00,22,1125,26,56,86,86,0,,,,,,,,f,flexible,10,,25
female,2012-02-21,within an hour,100%,t,3.0,t,East Downtown,House,Entire home/apt,11,2.5,5.0,7.0,Real Bed,$300.00,2,30,13,22,36,96,58,98.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,3,2.18,600
female,2016-11-07,within an hour,100%,f,2.0,f,Copperfield,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,2,30,20,50,80,355,66,98.0,10.0,10.0,10.0,10.0,9.0,10.0,t,flexible,2,2.36,60
male,2014-05-13,within an hour,100%,f,3.0,t,Bouldin Creek,House,Private room,2,1.0,2.0,2.0,Real Bed,$40.00,4,60,22,46,76,76,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,t,strict_14_with_grace_period,3,0.32,75
female,2011-08-20,,,f,1.0,t,East Downtown,Loft,Entire home/apt,5,1.5,2.0,3.0,Real Bed,$0.00,2,1125,0,0,0,0,3,93.0,9.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1,0.11,190
male,2016-07-26,within an hour,100%,f,2.0,f,East Congress,House,Private room,2,1.0,1.0,1.0,Real Bed,$10.00,1,1125,17,47,77,77,101,94.0,10.0,9.0,10.0,10.0,9.0,9.0,t,flexible,2,3.7,35
male,2014-06-10,,,f,1.0,t,Holly,House,Entire home/apt,4,1.0,1.0,3.0,Real Bed,$0.00,2,14,0,0,0,0,26,88.0,9.0,9.0,10.0,10.0,10.0,9.0,t,strict_14_with_grace_period,1,0.94,95
male,2016-08-08,within an hour,99%,t,5.0,f,Downtown,Apartment,Entire home/apt,10,2.0,2.0,5.0,Real Bed,$35.00,1,1125,16,33,63,153,235,96.0,10.0,9.0,10.0,10.0,10.0,9.0,t,strict_14_with_grace_period,4,8.32,275
male,2016-11-09,,,f,1.0,f,University of Texas,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,$0.00,2,8,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,0.08,200
mostly_female,2012-03-18,within an hour,100%,t,2.0,t,Zilker,Guesthouse,Entire home/apt,3,1.0,0.0,2.0,Real Bed,$10.00,1,1125,6,16,37,37,180,97.0,10.0,10.0,10.0,10.0,10.0,9.0,t,moderate,2,6.37,110
mostly_female,2015-12-20,within an hour,100%,f,10.0,t,Mueller,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,$17.00,30,60,23,53,83,83,1,100.0,8.0,8.0,10.0,10.0,10.0,10.0,f,flexible,10,0.04,20
mostly_female,2012-04-24,within an hour,100%,t,4.0,t,Northwest Hills,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,2,42,18,42,64,64,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,4,0.54,55
male,2016-10-03,within an hour,100%,f,1.0,t,East Downtown,House,Entire home/apt,4,3.0,2.0,2.0,Real Bed,$50.00,4,30,1,31,61,61,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,0.11,1000
mostly_female,2012-04-24,within an hour,100%,t,4.0,t,Northwest Hills,House,Entire home/apt,8,3.0,4.0,4.0,Real Bed,$150.00,3,8,6,6,6,6,0,,,,,,,,f,strict_14_with_grace_period,4,,450
female,2013-01-27,within an hour,100%,t,2.0,t,Brentwood,House,Entire home/apt,10,2.0,4.0,5.0,Real Bed,$0.00,3,365,3,18,41,312,58,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,2,2.18,250
mostly_female,2014-04-13,,,f,1.0,t,Barton Creek,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$50.00,2,1125,0,0,0,66,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,0.34,165
unknown,2016-11-11,within an hour,100%,f,1.0,t,Oak Hill,House,Private room,2,1.0,1.0,1.0,Real Bed,$25.00,2,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,0.2,150
mostly_female,2014-07-15,,,f,3.0,t,Bouldin Creek,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,$0.00,2,30,0,0,0,0,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,3,0.15,250
male,2013-09-11,within an hour,100%,f,1.0,f,East Downtown,House,Entire home/apt,7,2.0,2.0,3.0,Real Bed,$0.00,2,10,7,7,7,7,1,100.0,10.0,10.0,10.0,10.0,8.0,8.0,t,moderate,1,0.21,160
female,2016-11-12,within an hour,100%,t,1.0,f,Old West Austin,Condominium,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$10.00,1,90,2,14,36,282,168,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,6.06,110
female,2016-11-12,within an hour,100%,t,2.0,t,McKinney,House,Private room,2,1.0,1.0,1.0,Real Bed,$35.00,2,190,1,27,57,147,34,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2,1.25,60
female,2013-08-05,,,f,1.0,t,Upper Boggy Creek,House,Private room,1,1.0,1.0,1.0,Real Bed,$20.00,2,2,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,0.04,25
male,2015-05-03,within an hour,100%,t,6.0,t,Old West Austin,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,$25.00,1,1125,10,23,40,242,133,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,5,4.96,115
female,2015-01-26,within an hour,100%,t,2.0,f,Bouldin Creek,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,$35.00,14,1125,1,13,43,318,23,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2,2.25,150
male,2011-12-28,within an hour,100%,t,1.0,t,Travis Heights,Guesthouse,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$25.00,2,30,7,32,59,59,69,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,2.75,160
female,2016-11-14,within an hour,100%,t,2.0,t,Windsor Park,House,Shared room,1,1.0,1.0,1.0,Real Bed,$0.00,1,10,15,45,75,75,73,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2,2.68,25
mostly_female,2011-08-17,within an hour,100%,t,1.0,t,East Downtown,House,Entire home/apt,9,1.0,3.0,5.0,Real Bed,$25.00,2,1125,5,17,33,112,105,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,3.78,260
female,2014-02-19,within a few hours,100%,f,5.0,t,Brentwood,Bungalow,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$10.00,60,365,6,36,66,341,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,4,0.13,100
female,2016-02-14,,,f,1.0,t,West Campus,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,10,29,0,0,0,0,0,,,,,,,,t,strict_14_with_grace_period,1,,40
couple,2013-08-19,within an hour,100%,t,1.0,t,East Downtown,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$0.00,2,90,17,32,56,134,38,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,1.36,235
female,2013-07-08,within an hour,100%,t,7.0,t,University Hills,Guest suite,Entire home/apt,4,1.0,2.0,3.0,Real Bed,$0.00,1,1125,13,35,64,152,4,100.0,10.0,10.0,10.0,9.0,10.0,10.0,t,strict_14_with_grace_period,7,0.17,110
female,2016-11-15,within an hour,100%,t,1.0,t,Oak Hill,Bungalow,Entire home/apt,3,1.0,1.0,2.0,Real Bed,$20.00,2,8,11,35,60,60,47,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,1.69,115
male,2016-06-09,within a day,100%,f,2.0,t,East Riverside,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$0.00,2,21,17,17,17,175,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,1,0.11,340
female,2016-11-12,within an hour,100%,t,2.0,t,McKinney,House,Private room,2,1.0,1.0,1.0,Real Bed,$35.00,2,190,17,44,64,126,33,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,2,1.24,35
male,2016-09-24,within an hour,85%,f,5.0,t,Anderson Mill,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,5,16,33,57,57,145,95.0,10.0,9.0,10.0,9.0,10.0,10.0,f,moderate,5,5.17,25
male,2016-10-18,within an hour,100%,t,1.0,f,,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$15.00,1,1125,17,41,50,50,30,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,1.11,45
female,2016-11-18,,,f,1.0,t,Long Canyon,Apartment,Entire home/apt,4,2.0,3.0,3.0,Real Bed,$30.00,15,15,29,59,89,179,1,20.0,2.0,2.0,2.0,2.0,2.0,2.0,t,flexible,1,0.21,80
male,2014-06-19,within an hour,100%,t,3.0,t,,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,$0.00,1,1125,0,0,0,0,64,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,3,2.29,150
male,2016-10-25,,,f,1.0,t,East Riverside,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,$0.00,1,3,0,0,0,0,0,,,,,,,,t,flexible,1,,70
male,2015-11-05,within an hour,100%,t,1.0,t,Oak Hill,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,7,37,67,342,35,93.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,1,1.33,75
mostly_male,2014-02-20,within an hour,100%,t,2.0,t,East Downtown,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,5,16,16,16,78,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,4.24,120
couple,2012-02-16,within an hour,100%,t,2.0,t,East Downtown,Camper/RV,Entire home/apt,2,1.0,1.0,2.0,Real Bed,$20.00,1,7,2,2,2,68,90,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2,3.27,45
mostly_female,2012-02-06,within a day,67%,f,18.0,t,Holly,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,$0.00,2,1125,29,59,89,364,0,,,,,,,,f,strict_14_with_grace_period,18,,1000
unknown,2014-03-17,,,f,1.0,t,East Riverside,House,Entire home/apt,7,2.0,3.0,3.0,Real Bed,$0.00,2,1125,29,59,89,364,0,,,,,,,,t,moderate,1,,750
unknown,2016-11-21,within an hour,98%,f,7.0,t,Brentwood,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,$0.00,1,1125,6,29,35,302,117,93.0,10.0,10.0,10.0,10.0,9.0,10.0,t,strict_14_with_grace_period,7,4.39,90
unknown,2016-11-21,within an hour,98%,f,7.0,t,Crestview,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,$0.00,1,1125,10,24,54,329,108,91.0,9.0,9.0,10.0,10.0,9.0,9.0,t,strict_14_with_grace_period,7,4.22,75
female,2012-11-27,,,f,2.0,t,Westgate,House,Entire home/apt,10,2.0,3.0,6.0,Real Bed,$40.00,2,1125,0,0,0,0,13,86.0,9.0,9.0,10.0,10.0,10.0,9.0,t,strict_14_with_grace_period,1,0.47,110
unknown,2014-08-21,within an hour,100%,f,2.0,t,Rainey Street,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,27,52,80,213,20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,2,0.73,125
male,2016-11-16,,,f,1.0,f,Copperfield,House,Entire home/apt,6,2.0,3.0,2.0,Real Bed,$0.00,1,4,0,0,0,0,0,,,,,,,,t,flexible,1,,100
unknown,2016-07-28,,,f,1.0,t,Georgian Acres,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$12.00,1,4,0,0,0,0,2,100.0,10.0,10.0,10.0,9.0,10.0,10.0,t,moderate,1,0.07,35
female,2016-11-22,,,f,1.0,t,MLK & 183,House,Entire home/apt,4,2.0,2.0,3.0,Real Bed,$10.00,2,14,0,0,0,0,0,,,,,,,,t,strict_14_with_grace_period,1,,150
male,2014-12-06,,,f,2.0,t,Crestview,House,Private room,1,2.0,1.0,1.0,Real Bed,$0.00,2,40,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2,0.11,50
couple,2014-06-29,within an hour,100%,t,2.0,t,McKinney,House,Private room,4,1.0,1.0,2.0,Real Bed,$18.00,2,1125,13,32,32,32,96,99.0,10.0,10.0,10.0,10.0,9.0,10.0,t,moderate,2,3.58,40
female,2016-06-21,within an hour,100%,f,1.0,t,Downtown,Loft,Entire home/apt,5,1.0,2.0,4.0,Real Bed,$0.00,1,1125,8,20,42,67,92,97.0,9.0,10.0,10.0,10.0,10.0,9.0,t,strict_14_with_grace_period,1,3.47,180
female,2013-09-24,,,t,2.0,t,Holly,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,$0.00,2,1125,11,11,11,11,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,2,1.03,125
female,2016-06-09,within a day,100%,f,1.0,f,East Riverside,House,Entire home/apt,6,3.0,2.0,3.0,Real Bed,$15.00,3,8,28,58,88,88,0,,,,,,,,f,moderate,1,,700
male,2014-08-06,within an hour,100%,t,1.0,t,East Downtown,Bungalow,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$0.00,1,20,6,24,50,221,107,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,3.96,200
female,2016-11-26,within a few hours,100%,f,1.0,f,,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,$19.00,3,1125,22,46,76,76,19,98.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,1,0.78,170
unknown,2016-11-21,within an hour,98%,f,7.0,t,Brentwood,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,$0.00,1,1125,11,26,52,327,140,92.0,9.0,10.0,10.0,10.0,9.0,9.0,t,strict_14_with_grace_period,7,5.31,95
female,2013-02-02,,,f,1.0,t,East Downtown,Bungalow,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$50.00,2,1125,0,0,0,0,5,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,1,0.19,100
mostly_female,2015-06-16,,,f,2.0,t,Westlake Hills,House,Entire home/apt,8,3.0,4.0,4.0,Real Bed,$0.00,3,7,19,49,79,354,0,,,,,,,,f,strict_14_with_grace_period,2,,950
unknown,2016-11-28,within an hour,100%,f,2.0,f,Cherry Creek,House,Private room,2,1.0,1.0,2.0,Real Bed,$25.00,3,364,30,60,90,365,2,70.0,8.0,10.0,9.0,9.0,10.0,8.0,f,moderate,2,0.09,80
male,2016-11-28,within an hour,95%,f,7.0,f,West Campus,Hostel,Shared room,6,2.0,1.0,6.0,Real Bed,$39.00,1,7,19,49,79,288,56,95.0,10.0,9.0,10.0,10.0,10.0,10.0,t,flexible,7,2.46,35
male,2016-06-19,,,f,1.0,f,Clarksville,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$0.00,1,14,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,0.25,200
male,2013-09-27,,,f,1.0,t,Hyde Park,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,0,0,0,0,1,80.0,10.0,8.0,6.0,10.0,10.0,8.0,f,moderate,1,0.04,110
female,2014-09-29,within an hour,100%,f,3.0,t,East Downtown,House,Private room,2,1.0,1.0,1.0,Real Bed,$35.00,2,20,0,0,0,0,66,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,3,2.39,70
male,2016-11-29,within a few hours,90%,f,2.0,t,Tarrytown,House,Entire home/apt,7,2.5,4.0,3.0,Real Bed,$50.00,1,100,23,53,83,83,11,91.0,10.0,8.0,9.0,9.0,10.0,10.0,f,moderate,2,0.4,450
female,2014-09-29,within an hour,100%,f,3.0,t,East Downtown,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,$50.00,2,25,0,0,0,0,25,97.0,10.0,9.0,10.0,10.0,10.0,9.0,t,moderate,3,0.96,265
female,2013-04-02,,,f,6.0,t,University Hills,House,Private room,2,1.0,1.0,1.0,Real Bed,$8.00,2,1125,0,0,0,0,0,,,,,,,,t,moderate,6,,120
male,2016-11-28,within an hour,95%,f,7.0,f,University of Texas,Hostel,Shared room,6,2.0,1.0,1.0,Real Bed,$31.00,1,7,19,49,79,288,5,92.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,7,0.2,25
male,2016-11-28,within an hour,95%,f,7.0,f,University of Texas,Hostel,Shared room,6,2.0,1.0,1.0,Real Bed,$31.00,1,7,19,49,79,288,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,7,0.16,25
male,2016-11-28,within an hour,95%,f,7.0,f,West Campus,Hostel,Shared room,6,2.0,1.0,1.0,Real Bed,$31.00,1,7,18,45,75,284,2,100.0,10.0,9.0,10.0,10.0,10.0,9.0,f,flexible,7,0.09,25
male,2016-11-28,within an hour,95%,f,7.0,f,West Campus,Hostel,Shared room,6,2.0,1.0,1.0,Real Bed,$31.00,1,7,19,49,79,288,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,7,0.12,25
female,2013-10-04,within an hour,100%,t,2.0,t,,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,$10.00,2,1125,18,48,78,168,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,2,0.17,220
male,2016-11-28,within an hour,95%,f,7.0,f,West Campus,Hostel,Shared room,4,2.0,1.0,4.0,Real Bed,$42.00,1,7,18,48,78,256,9,84.0,9.0,9.0,10.0,10.0,9.0,8.0,t,flexible,7,0.33,40
male,2016-11-28,within an hour,95%,f,7.0,f,University of Texas,Hostel,Shared room,6,2.0,1.0,1.0,Real Bed,$36.00,1,7,17,46,76,270,11,96.0,10.0,10.0,10.0,10.0,10.0,9.0,t,flexible,7,0.54,35
male,2015-12-27,within a few hours,70%,t,2.0,t,South Manchaca,House,Private room,2,1.0,1.0,1.0,Real Bed,$25.00,1,23,23,53,83,83,30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2,1.19,30
female,2016-11-27,within an hour,100%,t,4.0,t,Milwood,House,Private room,2,1.5,1.0,1.0,Real Bed,$12.00,3,1125,15,45,75,165,23,97.0,10.0,9.0,10.0,10.0,10.0,10.0,t,moderate,4,1.25,30
female,2014-01-29,within an hour,100%,f,5.0,t,East Downtown,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,$50.00,2,14,30,60,90,90,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,5,0.04,1090
male,2013-02-06,within an hour,100%,f,1.0,f,Steiner Ranch,House,Entire home/apt,16,5.0,8.0,9.0,Real Bed,$0.00,2,365,5,5,6,240,20,100.0,10.0,10.0,10.0,10.0,9.0,10.0,t,strict_14_with_grace_period,1,0.75,1250
female,2011-12-09,within an hour,99%,f,44.0,f,East Downtown,Townhouse,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,1,365,0,30,60,335,5,84.0,9.0,7.0,8.0,9.0,9.0,8.0,t,strict_14_with_grace_period,33,0.21,55
female,2016-12-02,within an hour,100%,f,1.0,t,Cherry Creek,Guest suite,Entire home/apt,5,1.0,2.0,4.0,Real Bed,$20.00,1,60,18,45,75,350,43,92.0,10.0,10.0,9.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,1.59,100
female,2011-12-09,within an hour,99%,f,44.0,f,East Downtown,Townhouse,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$0.00,1,365,9,23,42,297,83,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,33,3.12,160
male,2016-12-02,within an hour,100%,t,2.0,t,Wooten,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,$0.00,1,30,11,30,45,279,105,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,4.27,135
unknown,2012-09-07,,,f,1.0,t,Bouldin Creek,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,$0.00,3,1125,7,7,12,80,14,95.0,10.0,10.0,10.0,9.0,10.0,9.0,t,strict_14_with_grace_period,1,0.52,220
unknown,2016-12-02,within a day,100%,t,2.0,f,,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,19,49,79,354,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2,0.3,30
female,2015-12-15,,,f,1.0,t,Sunset Valley,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,$0.00,2,15,28,58,88,363,0,,,,,,,,t,strict_14_with_grace_period,1,,130
male,2011-08-31,within a day,100%,f,1.0,t,East Downtown,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,$0.00,1,1125,0,0,0,0,4,93.0,9.0,9.0,10.0,10.0,9.0,10.0,f,flexible,1,0.15,200
unknown,2016-07-03,,,f,1.0,f,Rollingwood,House,Private room,1,1.0,1.0,1.0,Real Bed,$0.00,30,60,27,57,87,177,0,,,,,,,,f,moderate,1,,60
female,2013-01-27,within an hour,100%,f,2.0,f,East Downtown,House,Entire home/apt,12,2.5,5.0,7.0,Real Bed,$50.00,1,1125,9,32,58,154,115,97.0,10.0,9.0,10.0,10.0,10.0,9.0,t,strict_14_with_grace_period,2,4.23,550
mostly_female,2014-11-02,within an hour,100%,f,3.0,t,Cherry Creek,House,Entire home/apt,7,2.0,4.0,5.0,Real Bed,$0.00,2,360,15,29,29,29,19,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2,0.73,150
mostly_female,2014-10-22,,,f,1.0,t,University of Texas,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$0.00,1,7,0,0,0,0,7,92.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1,0.29,200
unknown,2014-08-21,within an hour,100%,f,2.0,t,Rainey Street,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$50.00,1,1125,7,8,8,16,2,90.0,10.0,10.0,7.0,10.0,10.0,9.0,t,strict_14_with_grace_period,2,0.07,180
unknown,2016-12-05,within an hour,100%,t,3.0,t,East Downtown,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$0.00,2,1125,8,22,43,123,42,99.0,10.0,10.0,10.0,10.0,9.0,10.0,t,strict_14_with_grace_period,1,1.61,175
male,2016-12-05,within a few hours,100%,t,3.0,f,Bouldin Creek,House,Entire home/apt,12,3.0,5.0,12.0,Real Bed,$0.00,3,1125,12,30,44,277,44,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2,1.62,500
